term,idf
educator,2.096737873873759
teach,2.1023716915920154
help,2.1786549963416464
privacy,2.3658665384297928
guidance,2.373246645727415
focus,2.434334337707253
ethical,2.474500379432588
community,2.5163474893680884
potential,2.5335892958025945
time,2.542322975771349
staff,2.56002255287075
design,2.587173541936701
research,2.6056925897039385
address,2.6150823300537773
leader,2.6341305250244718
equity,2.6341305250244718
bias,2.643792435936209
assessment,2.6535486108815736
content,2.6634009073245855
guide,2.6733512381777533
share,2.6733512381777533
review,2.6733512381777533
decision,2.6834015740312545
literacy,2.7038104456624614
instructional,2.7038104456624614
responsible,2.714173232698008
experience,2.7352266418958404
professional,2.7352266418958404
high,2.745921931012589
feedback,2.756732847116804
academic,2.7898850544337046
know,2.8126133055112605
instruction,2.824174127912337
skill,2.824174127912337
recommendation,2.835870167675528
language,2.835870167675528
build,2.859680816369247
learner,2.884072269493406
think,2.896494789491963
risk,2.909073571698823
public,2.934716002312161
task,2.947788083879513
group,2.961033310629534
learn,2.974456330961675
lead,2.9880619830174533
concern,3.0018553051497894
write,3.0018553051497894
align,3.044414919568585
trust,3.044414919568585
follow,3.0590137189897377
integrity,3.0738288047748785
equitable,3.0738288047748785
context,3.0738288047748785
clear,3.0738288047748785
grade,3.088866682139419
integration,3.1041341542702074
integrate,3.1041341542702074
step,3.1041341542702074
framework,3.1041341542702074
start,3.1196383408061727
family,3.1196383408061727
safe,3.1196383408061727
science,3.1196383408061727
exist,3.1196383408061727
action,3.1353866977743117
assignment,3.1353866977743117
implication,3.151387039120753
environment,3.151387039120753
evaluate,3.1676475599925333
study,3.1676475599925333
material,3.184176861943744
team,3.184176861943744
knowledge,3.184176861943744
improve,3.184176861943744
people,3.184176861943744
academic integrity,3.200983980260125
standard,3.200983980260125
principle,3.218078413619425
allow,3.218078413619425
value,3.218078413619425
english,3.2354701563312944
set,3.2354701563312944
medium,3.2354701563312944
continue,3.2354701563312944
offer,3.2354701563312944
center,3.253169733430695
responsibility,3.253169733430695
transparency,3.2711882389333735
elementary,3.2711882389333735
critical,3.2711882389333735
advance,3.2711882389333735
adapt,3.28953737760157
evaluation,3.28953737760157
note,3.3082295106137227
social,3.3082295106137227
strategy,3.3082295106137227
curriculum,3.3082295106137227
idea,3.327277705584417
safety,3.346695791441519
additional,3.346695791441519
user,3.346695791441519
large,3.346695791441519
insight,3.346695791441519
individual,3.3664984187376983
problem,3.3664984187376983
edtech,3.3664984187376983
product,3.3664984187376983
core,3.386701126055218
present,3.386701126055218
accessibility,3.386701126055218
thing,3.386701126055218
current,3.386701126055218
guideline,3.386701126055218
