term,idf
teach,2.3783850132700897
design,2.4323355279988315
ethical,2.510716645702708
research,2.5399158003949704
assessment,2.5598665868143193
framework,2.582797527878236
help,2.643905513919018
content,2.70025845047015
risk,2.7060724203355697
skill,2.7089921304389044
privacy,2.7089921304389044
guidance,2.7148572498913026
focus,2.7356603775210657
potential,2.8040099553222753
public,2.8169551199143124
strategy,2.8202177655491285
principle,2.83337585012664
review,2.843359294110823
knowledge,2.8602231001628278
address,2.8704796003300173
guide,2.8948286293403034
set,2.9161817538108723
educator,2.93433107231655
recommendation,2.95655420910126
learner,2.9792824601788164
child,2.9792824601788164
context,2.9831212364859816
social,2.99472678260629
group,3.0025393223430834
responsible,3.0104133787739893
community,3.026349971036802
decision,3.0303741213365276
train,3.034414530873532
task,3.0384713315691467
environment,3.0425446569567827
high,3.0590059340108544
critical,3.0631639441595184
build,3.067339315569999
follow,3.067339315569999
people,3.0799710624758996
action,3.0970654958351997
bias,3.118852850020107
literacy,3.123267868229224
professional,3.123267868229224
curriculum,3.1547311376850087
time,3.159307804712421
leader,3.159307804712421
share,3.159307804712421
user,3.16390551396105
exist,3.1685244598173443
apply,3.1731648393738467
lead,3.1731648393738467
study,3.187216592829497
individual,3.2014686155366983
value,3.2062647878001918
staff,3.2110840742361404
language,3.2110840742361404
protection,3.2159266987119284
usage,3.225682873657293
regulation,3.230596888459722
experience,3.235535170100305
place,3.235535170100305
guideline,3.2555358368069744
term,3.2656882082709924
competency,3.281112678596624
act,3.286307495473728
concern,3.2967787953410235
protect,3.302055852441867
clear,3.3073609046715604
feedback,3.3073609046715604
large,3.328867109892524
academic,3.3343167146600887
think,3.3453058362356836
safety,3.3453058362356836
improve,3.350846016611299
source,3.3564170616607547
implication,3.3620193172094246
present,3.3620193172094246
standard,3.3620193172094246
response,3.3676531349276804
material,3.373318872463358
evaluate,3.373318872463358
inform,3.373318872463358
offer,3.3790168935779956
safe,3.390511273003731
point,3.40213931099885
note,3.40213931099885
learn,3.4080044304512476
responsibility,3.4198388880982504
equity,3.4258090550847546
personal,3.4318150791449664
integrate,3.443936439677311
engagement,3.443936439677311
generate,3.443936439677311
innovation,3.4562065322691256
reflect,3.4562065322691256
agency,3.4623985025170465
ethic,3.4623985025170465
adapt,3.4623985025170465
thinking,3.474898665281278
science,3.474898665281278
align,3.4812078344745427
society,3.4875570621532015
analysis,3.4939468602519725
local,3.500377750582263
instruction,3.5133649461090743
aim,3.5133649461090743
emerge,3.519922346655233
legal,3.519922346655233
transparency,3.519922346655233
parent,3.519922346655233
prompt,3.5265230306865853
international,3.5265230306865853
medium,3.5265230306865853
assess,3.5398565615560504
problem,3.5398565615560504
